Age,Race,marital-status,education,occupation,salary-class
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,Black,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Other-service,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,Amer-Indian-Eskimo,*,*,Exec-managerial,<=50K
0~40,Black,*,*,Sales,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Protective-serv,<=50K
0~40,Black,*,*,Other-service,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,Black,*,*,Transport-moving,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,Black,*,*,Transport-moving,<=50K
41~,Black,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,Black,*,*,Other-service,<=50K
0~40,Black,*,*,Sales,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Tech-support,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Protective-serv,<=50K
0~40,Other,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Tech-support,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Sales,<=50K
0~40,Black,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Sales,<=50K
0~40,Black,*,*,Transport-moving,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Other,*,*,Other-service,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,Asian-Pac-Islander,*,*,Adm-clerical,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,Amer-Indian-Eskimo,*,*,Farming-fishing,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,Black,*,*,Other-service,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,Asian-Pac-Islander,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,Asian-Pac-Islander,*,*,Transport-moving,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,Amer-Indian-Eskimo,*,*,Exec-managerial,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,Amer-Indian-Eskimo,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,Amer-Indian-Eskimo,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,Black,*,*,Prof-specialty,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,Other,*,*,Other-service,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Asian-Pac-Islander,*,*,Sales,<=50K
0~40,Black,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
41~,Black,*,*,Transport-moving,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,Black,*,*,Protective-serv,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Priv-house-serv,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,Black,*,*,Adm-clerical,<=50K
0~40,Other,*,*,Prof-specialty,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,Asian-Pac-Islander,*,*,Sales,<=50K
41~,Black,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Other-service,<=50K
41~,Black,*,*,Prof-specialty,<=50K
0~40,Black,*,*,Craft-repair,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Sales,<=50K
0~40,Black,*,*,Sales,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
41~,Black,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,Asian-Pac-Islander,*,*,Craft-repair,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,Black,*,*,Other-service,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Other-service,<=50K
41~,Black,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,Black,*,*,Other-service,<=50K
0~40,Black,*,*,Protective-serv,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Sales,<=50K
41~,Asian-Pac-Islander,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Priv-house-serv,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Other,*,*,Adm-clerical,<=50K
41~,White,*,*,Tech-support,<=50K
0~40,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Tech-support,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,Black,*,*,Adm-clerical,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,Black,*,*,Sales,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,Black,*,*,Adm-clerical,<=50K
0~40,Amer-Indian-Eskimo,*,*,Tech-support,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,Black,*,*,Prof-specialty,<=50K
41~,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,Asian-Pac-Islander,*,*,Craft-repair,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Tech-support,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,Black,*,*,Other-service,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Exec-managerial,<=50K
41~,Black,*,*,Transport-moving,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Exec-managerial,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Priv-house-serv,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,Amer-Indian-Eskimo,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,Black,*,*,Craft-repair,<=50K
41~,Black,*,*,Other-service,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,Amer-Indian-Eskimo,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,Black,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Sales,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Protective-serv,<=50K
0~40,Asian-Pac-Islander,*,*,Adm-clerical,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Sales,<=50K
41~,Asian-Pac-Islander,*,*,Transport-moving,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Other-service,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
0~40,Black,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Sales,<=50K
0~40,Black,*,*,Handlers-cleaners,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,Black,*,*,Craft-repair,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,Black,*,*,Machine-op-inspct,<=50K
41~,Asian-Pac-Islander,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Exec-managerial,<=50K
41~,Other,*,*,Adm-clerical,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Asian-Pac-Islander,*,*,Farming-fishing,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Sales,<=50K
41~,White,*,*,Other-service,<=50K
41~,Black,*,*,Transport-moving,<=50K
0~40,Black,*,*,Handlers-cleaners,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Farming-fishing,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,Asian-Pac-Islander,*,*,Other-service,<=50K
0~40,White,*,*,Tech-support,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,Amer-Indian-Eskimo,*,*,Transport-moving,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Sales,<=50K
0~40,Other,*,*,Farming-fishing,<=50K
41~,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Adm-clerical,<=50K
41~,Asian-Pac-Islander,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,Black,*,*,Transport-moving,<=50K
41~,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Prof-specialty,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Exec-managerial,<=50K
0~40,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Adm-clerical,<=50K
41~,Black,*,*,Transport-moving,<=50K
0~40,White,*,*,Transport-moving,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Tech-support,<=50K
0~40,White,*,*,Sales,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,Black,*,*,Adm-clerical,<=50K
0~40,White,*,*,Handlers-cleaners,<=50K
41~,Black,*,*,Craft-repair,<=50K
0~40,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Craft-repair,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Prof-specialty,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Machine-op-inspct,<=50K
0~40,White,*,*,Transport-moving,<=50K
41~,White,*,*,Transport-moving,<=50K
0~40,Asian-Pac-Islander,*,*,Sales,<=50K
41~,White,*,*,Other-service,<=50K
0~40,White,*,*,Other-service,<=50K
41~,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Exec-managerial,<=50K
41~,White,*,*,Farming-fishing,<=50K
41~,White,*,*,Tech-support,<=50K
0~40,White,*,*,Adm-clerical,<=50K
0~40,White,*,*,Other-service,<=50K
0~40,White,*,*,Craft-repair,<=50K
0~40,Black,*,*,Other-service,<=50K
41~,White,*,*,Transport-moving,<=50K
41~,White,*,*,Other-service,<=50K
41~,White,*,*,Adm-clerical,<=50K
41~,White,*,*,Craft-repair,<=50K
